candidate_id,L1_mm,L3_mm,L4_mm,theta1_deg,theta2_deg,mu,BF_XGB,Delta_BF_XGB,BF_RSM,Delta_BF_RSM
71,39.08528643724636,138.2656636310315,157.44043361218098,36.94347028502504,138.71167898653414,0.3,1.4785599,27.507092,1.4854445426581515,27.81886804542815
72,43.53403073268166,138.88009495501333,154.81239266970167,31.188886569289146,152.7520068860293,0.3,1.5858049,29.385988,1.6198863771197627,29.734824467198667
73,37.33939485865341,138.65931527649278,153.58222044720154,32.69040433408341,149.83439429798068,0.3,1.587005,29.440142,1.6310127168658228,29.872650147212642
74,35.58302741689066,140.59864671865998,161.88710262910598,21.717694704664506,146.56542787905772,0.3,1.5297788,27.9637,1.5675313784075122,27.928687662307386
75,37.813838920219965,142.65002183045442,157.3502389850833,22.32106513164073,135.97132460169428,0.3,1.5152502,26.95611,1.5265523408650248,27.007798160735863
76,37.935937577666834,138.5732085320142,160.62257559776737,37.886436635057706,137.94840199055207,0.3,1.4511647,27.211803,1.4533328274614377,27.33619710976416
77,41.61916514726895,142.49918434758172,158.3599664025876,33.67971391526148,146.4106377558618,0.3,1.5322866,28.32388,1.559730028399926,28.506501258992603
78,40.57032152341279,141.4907891916175,156.43664033350004,35.78090803312361,151.9016397915256,0.3,1.571453,29.105824,1.616074683448546,29.663717057827203
79,42.83898209106414,138.99447437714178,160.58298130841618,23.243893655521653,147.95462440771018,0.3,1.535416,28.027288,1.5574832291725897,28.13366753112682
80,41.643135403273874,139.59868247101753,155.5650823012965,27.901239267708892,144.89201096728152,0.3,1.5393606,28.187601,1.5685900291557604,28.509657771527007
81,39.063868614400704,139.12091741277945,159.68472094612207,28.591485626982873,153.36712108749543,0.3,1.5641268,28.830051,1.6085863088084245,29.246961160704767
82,43.14020384666035,142.096492283778,156.53416043915362,23.32783142166078,136.0015691998942,0.3,1.4956039,26.941935,1.5088449701980489,26.937986127152765
83,36.66972919907704,141.77550178135908,160.97389850309932,20.890404161152944,137.8442409569499,0.3,1.5003566,26.876348,1.509466972244128,26.78378672284123
84,35.2271207313386,139.67204673163835,157.03217960988903,21.718845823546168,139.6529064095601,0.3,1.5343889,27.47136,1.5501684731373433,27.62139831962958
85,35.90047860775642,138.4216716479728,155.2581697229496,24.37604922482636,135.1833754972635,0.3,1.5039907,27.146837,1.5126580776172633,27.227584754488863
86,42.2235935059645,138.99370379986235,159.25744293723776,26.439955440316783,143.89382175866035,0.3,1.5097657,27.677156,1.5272736252158752,27.819173724845047
87,39.618772302513875,141.29938180663092,160.6013385539007,18.374421644245793,142.81901842671516,0.3,1.516881,27.204235,1.5507229341914965,27.432794823783514
88,36.61271779033602,138.601864032059,160.51018283601454,27.541639505060235,137.77558795923537,0.3,1.4660672,26.972511,1.476817358832049,26.96237803083218
89,40.01044775103364,140.83232750421206,156.78405135629026,28.575976788713326,136.14746550195045,0.3,1.500783,27.172674,1.498595883481379,27.170869421405744
90,36.52312102713169,141.21464506087773,156.40170987666235,27.50402091111959,136.61681548369464,0.3,1.5072719,27.27106,1.5239846646475734,27.392794127140743
91,41.96320375077736,141.5887680423394,153.4929327223891,29.849617486712525,144.06944819558214,0.3,1.5542638,28.332512,1.5852671212968565,28.71100270984846
92,39.4615627557403,138.77677872507792,152.39243336209327,19.79235631556477,149.4030047278771,0.3,1.6151437,29.25917,1.6587698490954983,29.487142209430875
93,38.810212260964825,140.44852940429894,161.3152055161118,35.62897460113229,137.85127414974554,0.3,1.4637523,27.07837,1.458187693522695,27.09341357062414
94,38.015120891478766,140.4669831096149,159.25229862090282,22.674679343897825,149.82118455863358,0.3,1.5821222,28.592358,1.6088080007979868,28.696163063641354
95,41.302825931188885,142.32641298484023,157.7678167308187,26.752277876431606,138.37468892857848,0.3,1.5020245,27.146729,1.5167007605758895,27.27050480983819
96,38.618126105533904,140.4935850485117,157.8340715188863,35.128128020629234,146.5147520972084,0.3,1.5384601,28.4864,1.563885597319985,28.806020830575786
97,35.87649919316101,140.1839788020498,152.23346840048222,32.313335560186076,141.39172539979447,0.3,1.550146,28.228233,1.5909388813631051,28.90258751917776
98,36.18005902120515,138.76730224525303,156.5375149815371,32.44156663883034,137.3009645970273,0.3,1.4878693,27.44266,1.504224099675501,27.6486529722462
99,44.618976645495145,141.62232175560402,161.21324702276127,34.01067466623206,149.92709303707775,0.3,1.5281354,28.46981,1.5450518853669988,28.472047619074043
100,44.08580690707607,141.24894740673292,156.62037247136524,37.34000507636084,144.91893033953184,0.3,1.5223241,28.31444,1.537592580900656,28.58728251704527
