Variable,S1,S1_conf,ST,ST_conf
theta2_deg,0.7593546201532257,0.06552546627336173,0.7609923057261594,0.05495191153799736
L4_mm,0.19078195602784734,0.031311666037833634,0.19200314649653108,0.017063348824992088
theta1_deg,0.03622437446584393,0.01777254750251427,0.03655115267526223,0.003424574133037689
L1_mm,0.012394570393837125,0.008654591650431347,0.012589393760239802,0.0010441090251226246
L3_mm,-2.0142935697420423e-16,1.1529199043982327e-15,2.155002313840144e-28,1.974143654111831e-29
