Variable,mu_star,mu_star_conf,sigma,mu
theta2_deg,0.9582807783202019,0.04823169269317529,0.2513918801169993,0.9582807783202019
L4_mm,0.4816560044177682,0.028184302652703254,0.14322169770411408,-0.4816560044177682
theta1_deg,0.2050193153354302,0.015469143971336871,0.07779853700695948,0.2050193153354302
L1_mm,0.12206838242267919,0.007374438120772525,0.03664795983921908,-0.12206838242267919
L3_mm,9.7690792333881e-15,1.7127733190869117e-15,1.3044697683512285e-14,-1.3520567365653904e-16
