candidate_id,L1_mm,L3_mm,L4_mm,theta1_deg,theta2_deg,mu,BF_XGB,Delta_BF_XGB,BF_RSM,Delta_BF_RSM,BF_physical,Delta_BF_physical,Physical_Pareto,XGB_Pareto,RSM_Pareto,Physical_WinWin,XGB_WinWin,RSM_WinWin
483,37.54112765656547,142.26403896171294,158.25994735878066,18.3014849552117,135.99087979382386,0.3,1.5042719,26.843798,1.5270839099864961,26.82525658086554,1.5222918439773714,26.85688719504239,True,False,True,False,False,False
600,38.907312410361726,142.6277426229792,154.64791647281146,18.113513004362115,145.47575441000367,0.3,1.6028364,28.495996,1.6357996708898752,28.609801369058662,1.6104808381278917,28.348945133918402,True,False,False,False,False,False
1229,36.50050727565127,142.1688638742898,161.11303555762746,18.210811720640855,137.73211555649019,0.3,1.5007964,26.849548,1.5177139364494652,26.722669002249884,1.513920944066383,26.77481712520654,True,False,True,False,False,False
1230,36.737549767199624,142.86036887294176,161.93984080492254,19.689499644161586,135.11022732866203,0.3,1.4842532,26.588133,1.488187131982154,26.25817129479488,1.4918048548819045,26.417819310439576,True,False,True,False,False,False
1332,44.46003080567995,141.1765363668505,161.55177125372515,18.666373005301526,135.56173463520014,0.3,1.4610832,26.46113,1.4690484277603972,26.149953879850155,1.468978713070234,26.309126689997502,True,False,True,False,False,False
1541,37.412008912359354,142.59449379598166,155.98581655774282,18.150996391099017,151.9613522258075,0.3,1.635729,28.955685,1.683246547299273,29.367556185936987,1.6501414838743527,29.003645648772675,True,False,False,False,False,False
1548,39.206463725293155,142.81478574851394,152.77909218909028,18.52474319322396,153.49175872804688,0.3,1.6685493,29.59218,1.7167496531291082,29.94228457800973,1.6852792711860434,29.58715861383218,True,False,False,False,False,False
2063,41.87687170433575,142.54559162523918,161.36664057912597,20.221774242520617,135.2035519581096,0.3,1.4835196,26.45191,1.477342722175452,26.220672575177534,1.4784427043870003,26.36757281285453,True,True,True,False,False,False
2157,44.972067843961014,142.16125371319947,161.34883464486808,18.81565264064089,135.78863158156335,0.3,1.4704762,26.467243,1.4764572800967453,26.202004023116917,1.4742584827876322,26.339628017411084,True,False,True,False,False,False
2444,37.93192717349863,142.658472332086,153.16887054529263,18.058422772618535,146.48710557894125,0.3,1.6210929,28.7593,1.6614516893088473,28.98798032056455,1.6348028315928929,28.702568354984137,True,False,True,False,False,False
2502,36.89898469420631,142.75971741484204,154.55487816756334,18.708931733181277,141.47043025678565,0.3,1.5751309,27.88984,1.61063970672528,28.14451182609412,1.5895762000128983,27.940353741826566,True,False,False,True,True,False
2534,38.11075021977331,142.59464075199426,154.39023792735358,18.156040576733446,138.6826917247897,0.3,1.5617065,27.519493,1.5849300591206612,27.713119931868423,1.5694439412149888,27.58587451799969,True,False,False,True,True,True
2680,35.898020162303496,142.37945964040657,153.50041897579405,18.00993215852789,146.4582799975338,0.3,1.6173131,28.812801,1.6649606898121134,29.016764438282127,1.637354834966748,28.72028718842267,True,False,True,False,False,False
