candidate_id,L1_mm,L3_mm,L4_mm,theta1_deg,theta2_deg,mu,BF_XGB,Delta_BF_XGB,BF_RSM,Delta_BF_RSM,BF_physical,Delta_BF_physical,Physical_Pareto,XGB_Pareto,RSM_Pareto,Physical_WinWin,XGB_WinWin,RSM_WinWin
400,36.87290525110122,142.56113805652421,161.08980034060207,18.0511019235411,135.87724445362795,0.3,1.4926736,26.697065,1.5046773984351138,26.45456808755611,1.504971898916752,26.567243408368128,True,False,True,False,False,False
538,35.592674700466354,141.8903035096475,152.52199881963176,18.040281005308117,151.14576912048852,0.3,1.6472741,29.39841,1.7112974743144322,29.81689897774743,1.6799485825379563,29.462141762089626,True,False,False,False,False,False
666,37.15261374660772,143.07631314772104,152.04193984479608,18.35751710969192,148.82787472851328,0.3,1.6211668,29.068672,1.6960661147487635,29.503101825860075,1.6671494444131012,29.18668331602992,True,False,True,False,False,False
815,43.472397502157285,141.26346167826702,161.72969688890217,20.066357184317123,135.73516109646687,0.3,1.4684784,26.473072,1.4672933143760005,26.192644432787294,1.4682170144488595,26.347754464277678,True,False,True,False,False,False
920,37.024987573404886,142.65319084013913,154.03995479691122,18.71875570900638,144.9060930166649,0.3,1.5951761,28.348013,1.6424729064211911,28.694184579389105,1.616833841365606,28.423848743865165,True,False,True,False,False,False
1380,37.48619565480343,142.6813161454742,152.98933609947107,18.0559954199703,147.20621963348407,0.3,1.624439,29.157177,1.671021345063417,29.130310926658073,1.643478191452871,28.83259489906797,True,False,True,False,False,False
1859,42.10353648476743,142.7151370664929,152.72753734553527,18.149155064953487,147.7033241852397,0.3,1.6217425,28.854177,1.657484291631663,29.033803009428215,1.6317612568684705,28.766135012050402,True,False,False,False,False,False
2442,43.31174956012017,142.03182340975204,161.42918222198782,21.519313452889858,135.2309171096808,0.3,1.4688607,26.34424,1.4661246027006731,26.184447973810297,1.4674945769269199,26.342187158468068,True,False,False,False,False,False
2599,41.32803386258505,142.92561647303754,161.3208634852236,18.872938285655056,136.68584406401877,0.3,1.4820092,26.635578,1.4977792121505895,26.445068247487317,1.4942898007891174,26.530226167277476,True,False,False,False,False,False
2837,35.40461341240277,142.71867578662727,152.394417966703,18.251509736143184,138.94242197834137,0.3,1.5773209,27.771597,1.6165917911555305,28.12555019234779,1.597657345830806,27.946184961118387,True,False,True,True,True,False
2902,35.77672839954269,142.82842286069024,158.4952953053413,19.541311599513794,135.56101141074151,0.3,1.5081853,26.908344,1.5273359879264117,26.806856396724253,1.522382736167283,26.83692635314154,True,False,True,False,False,False
2981,35.21832872495175,142.83730369379623,155.76938137755874,18.73921159063124,136.65876373130158,0.3,1.5566939,27.298576,1.5662451324533007,27.343065787999766,1.5543097951998344,27.270642291300252,True,False,True,False,False,True
3083,35.468430125991155,142.9473251056741,154.42560122450513,18.82939669611353,136.392627310151,0.3,1.5566083,27.430616,1.5764661189793414,27.48485139145082,1.563267451396554,27.390442059853676,True,False,True,True,False,True
3145,35.14895497610242,142.75661865209238,155.03535053672815,18.62476451564833,138.02116908805863,0.3,1.5647393,27.547762,1.5844319594568388,27.64149425958863,1.5688887802434857,27.51733742293273,True,False,True,True,True,True
3627,36.43133511584028,143.06283085380892,152.54424170360082,19.4556066944065,136.6856735595976,0.3,1.5576991,27.466974,1.5920390395383315,27.765274530708812,1.5765464066086785,27.629759082003908,True,False,True,True,False,True
3656,36.4240859908743,143.13695147706107,153.82349439262694,18.983921474989714,140.1105672059851,0.3,1.5786312,27.78167,1.609946367555573,28.07740306259915,1.589557172361686,27.882793852133215,True,False,True,True,True,True
3773,35.60151423355881,142.82416382008964,155.85369310566892,18.22979988532779,151.72729779283125,0.3,1.6391064,28.975683,1.6906729956971573,29.41931417944777,1.6569771175413328,29.05342581452376,True,False,True,False,False,False
3775,38.85905171439825,141.65342288817695,156.5486292971625,18.098229524259892,135.44045303849106,0.3,1.5120063,26.98376,1.530267153450302,26.91637514337427,1.52556788466456,26.943694206546663,True,False,False,False,False,False
4278,35.315010364840475,142.5984290261027,156.2885308065419,18.715805805491385,135.5662647723482,0.3,1.5450777,27.15336,1.5502587526688916,27.103789537374613,1.5421910018448899,27.08344616957333,True,False,True,False,False,False
4799,41.42179931013234,141.80323047012826,161.22751479695089,18.35191506175021,135.0206092338217,0.3,1.4745501,26.31835,1.4792984047440871,26.196243633028946,1.4815940182895349,26.357250046681024,True,True,True,False,False,False
4919,37.95874846133946,142.8199098062102,155.7886723642913,18.249752726441915,154.201346523212,0.3,1.6460898,29.168161,1.7025382920810865,29.66993852597903,1.667242034115507,29.27746746915325,True,False,True,False,False,False
4942,35.15633742405166,142.9881080428614,156.03415427670967,19.42307658210182,150.35322345976485,0.3,1.6195409,28.937346,1.6770114836692804,29.24169129228716,1.6443319008339734,28.889164939364132,True,False,True,False,False,False
5249,35.92627441785894,143.04093787781247,158.9715814662422,20.548229225151214,135.4771694318204,0.3,1.5019597,26.813389,1.5206210299166796,26.746461176011753,1.5159313704024944,26.78279796439374,True,False,True,False,False,False
6232,36.432501979128524,142.42062545105017,152.50551637937272,18.90311329565888,141.2039863287577,0.3,1.5865078,28.026625,1.626281389761112,28.405372465608433,1.6048676032837033,28.18541100303353,True,False,True,False,True,False
7126,35.05376934529642,142.33815518748057,152.5421840704255,18.777895790307007,138.49576916094787,0.3,1.569932,27.809052,1.6089263227637063,28.056294614934874,1.5909113416760132,27.886099371427324,True,False,True,True,True,True
7957,35.07860136802403,143.06234688401085,161.55945528803585,18.239900453945268,141.73769507530093,0.3,1.5299553,27.323696,1.5565571816564998,27.271783937469227,1.543103887145442,27.202564126395583,True,False,False,False,False,False
8114,35.159190444224755,142.6575726389916,153.0219792860368,18.387834940373356,154.55424020253292,0.3,1.6699764,29.482645,1.7410112749742517,30.22330224393023,1.7058020437663868,29.82835671716728,True,True,True,False,False,False
8422,35.454990405654826,142.915137286302,156.94022503787932,18.603270157294734,151.70441297411813,0.3,1.6048814,28.964876,1.6804517306450606,29.271604662101037,1.646755404859942,28.909442193215227,True,False,True,False,False,False
9595,35.87105773619814,143.04792431439603,152.26292024520353,19.442571632169543,148.04203546063974,0.3,1.6261555,28.931976,1.69034858680723,29.43787814348467,1.660486984965452,29.108825005728512,True,False,False,False,False,False
9865,35.14996792935064,140.93186857024983,152.64567103593484,18.10594238278691,146.04803278449077,0.3,1.6197186,28.6678,1.6628139706661318,29.105376857846895,1.636590716327785,28.812291401163222,True,True,True,False,False,False
10574,36.9990321531292,142.53832748725839,157.5040588100314,18.029314143025726,136.69546580746794,0.3,1.5269802,27.063059,1.5441288817225303,27.04451028543758,1.5359685698304921,27.029090166985448,True,False,True,False,False,False
10831,35.40686766598371,142.8844777006174,160.19176375874957,18.46188461322932,135.39816123908741,0.3,1.4991121,26.626894,1.5141198907755138,26.548262664427785,1.5133093056849112,26.642706102816337,True,True,True,False,False,False
10898,35.67809409419826,142.78793713357612,156.45507586232588,18.07455774929933,145.2733435547286,0.3,1.6086776,28.33835,1.6310565150036593,28.449558665022753,1.605227254122354,28.191945511270067,True,True,True,False,False,False
11672,37.88053310322464,142.20227305559405,158.06227408902683,19.03306899856223,135.59784374573394,0.3,1.5088141,26.848705,1.5221812058056958,26.792868305410696,1.518046986385658,26.831014297948187,True,False,False,False,False,False
12036,39.939650679084934,142.92317642925653,152.23851971701285,18.583958956646246,153.95092962560773,0.3,1.6700684,29.521723,1.7222310466372193,30.042530181718494,1.6915344091559097,29.69646836242632,True,True,False,False,False,False
12474,37.217585413908516,142.81812147225995,156.14358664443108,19.681348556187583,136.92729481711467,0.3,1.5476959,27.251348,1.5554014183905003,27.282525759030204,1.543854363989905,27.213234359885824,True,False,False,False,False,False
12553,39.80056467084709,142.89050464485945,152.2266867511195,18.999879774610875,142.5693368701223,0.3,1.5911988,28.137238,1.628529833075293,28.503122491795605,1.6069886457416733,28.28263579071847,True,False,False,False,False,False
