candidate_id,L1_mm,L3_mm,L4_mm,theta1_deg,theta2_deg,mu,BF_XGB,Delta_BF_XGB,BF_RSM,Delta_BF_RSM,BF_physical,Delta_BF_physical,Physical_Pareto,XGB_Pareto,RSM_Pareto,Physical_WinWin,XGB_WinWin,RSM_WinWin
25,36.94638707851968,143.14704293010658,153.28769635986117,19.05903772461218,139.79256505088512,0.3,1.5809023,27.796656,1.6100429940886527,28.087070884433647,1.590161134548685,27.896157966429314,True,False,True,True,True,True
797,36.65487757581775,142.91462836270597,155.81824077863268,18.980886407390194,136.52329708635486,0.3,1.5474263,27.228786,1.5595606352534062,27.27652619692667,1.548379579634163,27.213195966718867,True,False,True,False,False,True
1467,37.286456026621146,142.89914286151406,155.67258499637234,18.15029903761922,135.5278474890937,0.3,1.5463518,27.123396,1.5525707627304057,27.11771790151241,1.544101618093722,27.093021195598705,True,False,True,False,False,False
2782,41.37790040134578,142.02982854044814,161.90625144042963,19.690919261738447,135.115801722772,0.3,1.4649607,26.438616,1.4716404224332824,26.14195851100273,1.4748646867362332,26.314688613286712,True,False,True,False,False,False
2889,36.26858747961717,143.12247628292667,160.90980930909154,18.889600483198,135.04422832240246,0.3,1.4972678,26.510143,1.5026028415985553,26.391293522044226,1.503694165888896,26.515925097440533,True,True,True,False,False,False
2924,35.599908345853486,142.69870730654554,159.69434151660906,18.86850571719124,136.45470271168566,0.3,1.4992143,26.791922,1.5246862463304556,26.76600825617159,1.5203113657691771,26.80803436046538,True,False,True,False,False,False
2986,35.60707184601912,142.79722010718856,159.54998494529104,18.682480993593234,154.79169267929257,0.3,1.5946627,28.950033,1.6805866464924701,29.30548115025334,1.643875169691614,28.909639135883907,True,False,False,False,False,False
3208,36.09487325700815,143.0869777073979,154.03501618306183,19.00319861832397,146.2795438471413,0.3,1.6267813,28.618223,1.6597800563374894,28.927633367286095,1.631495402861285,28.626985522467272,True,True,True,False,False,False
3863,38.4371007699707,143.0017095935924,153.63352479732507,18.131148630958403,143.38196076442773,0.3,1.5888503,27.991642,1.6317171431233861,28.47420289685194,1.6083594555224097,28.23893856463837,True,False,True,False,True,False
4550,35.70489505356919,142.84377300115827,153.45343373094482,18.723487393473437,153.47266090827753,0.3,1.656937,29.46526,1.7257962509830729,29.998431217454712,1.6914293453020477,29.614118098590662,True,False,False,False,False,False
4639,37.209278622129126,141.95675332196134,157.15000770693888,18.67181774296444,135.12183707741053,0.3,1.5058113,26.88766,1.5279318752647941,26.85348595583341,1.5241043173103386,26.890043691968263,True,False,True,False,False,False
4971,35.708004717736586,142.74138220081474,155.79273131983487,18.750459287070555,135.7619780951894,0.3,1.5450553,27.186613,1.5561816968138156,27.19185194437669,1.5467549759779653,27.151896810723276,True,False,True,False,False,False
