candidate_id,L1_mm,L3_mm,L4_mm,theta1_deg,theta2_deg,mu,BF_XGB,Delta_BF_XGB,BF_RSM,Delta_BF_RSM,BF_physical,Delta_BF_physical,Physical_Pareto,XGB_Pareto,RSM_Pareto,Distance_to_Physical_Pareto
36,36.29921505335472,138.22777690614006,156.31464450868222,24.15387198404143,136.583157147837,0.3,1.5001585,27.276278,1.5124694263042198,27.274559011863754,1.5061566120331409,27.229364011484478,False,False,False,0.09829609922722439
37,39.757049262259336,140.62698699692837,155.02244901857318,27.06651039293965,152.22005562379186,0.3,1.5967535,29.256142,1.6493253686354876,29.648427559862657,1.6176460332353977,29.242366688343967,False,False,False,0.11532519435910277
38,37.26909349050885,139.9856715634393,159.27808874267066,22.81607679830033,150.9146344614073,0.3,1.5832869,28.724436,1.617252288382455,28.874666733013942,1.587670998755301,28.51504516869551,False,False,False,0.09108671055914488
39,41.6981399468251,142.03066179345112,152.30159209243243,37.05310738927149,143.94926396522317,0.3,1.542516,28.593523,1.585353188635207,29.173153114666,1.5580223525566117,28.838124183113266,False,False,False,0.21430227457404752
40,39.371519188723305,141.82890181904307,158.92058320459552,36.38592452283349,151.95659051220304,0.3,1.5597482,28.970825,1.5998305225272964,29.38381843348098,1.571762453052581,29.060972400917283,False,False,False,0.20481721606365946
41,43.32678196057837,141.29024853735194,156.22110139809496,22.967589293903444,152.67273950564447,0.3,1.6042261,28.922441,1.642396496638662,29.27906263142243,1.611077466059602,28.91553357778005,False,False,False,0.08240277025036057
42,42.00265102002249,138.52369271311187,159.83935714488115,26.97463757100173,135.18427149034332,0.3,1.4521105,26.679068,1.44679032964488,26.49141546233752,1.4489521360367623,26.603197853371523,False,False,False,0.08427331600323855
43,38.12366641382041,139.3342472387049,155.33897108468614,30.14808557350784,136.22888268590887,0.3,1.4953088,27.358452,1.5069514208482242,27.496888866662925,1.4942036820968438,27.365169655720443,False,False,False,0.14783441320992072
44,43.32259801395201,138.620792149157,152.1813423599207,21.7276705315198,146.7127269029599,0.3,1.5811486,28.672691,1.6157432236748246,28.995676410557294,1.5918646060647514,28.70895147142777,False,False,False,0.10632701341812593
45,43.04764357496802,143.04488180857976,159.63277669268277,30.56639834589633,135.84527842785104,0.3,1.4629772,26.754232,1.4692420979560945,26.711327173013107,1.462850092199742,26.747557072477747,False,False,False,0.10154689397864675
46,38.87478379030175,138.7889144789432,153.32538400556442,26.410700914340858,147.79010187375653,0.3,1.5778042,28.910713,1.6228077865845316,29.31548208863396,1.594733384296439,28.936773360866,False,False,False,0.12801131053914522
47,37.88328103930244,142.98596362158713,156.77776155247545,18.621289081225477,141.88220258182176,0.3,1.5487843,27.71975,1.5919626985796032,27.86821884848138,1.5719256172220937,27.689973421530794,False,False,False,0.010185021687199444
48,41.82495503974975,138.7135608622154,160.3299555323405,23.13840659603735,145.06581153196584,0.3,1.5174392,27.67931,1.537175398293186,27.79420691395247,1.5177296704886007,27.5931666094822,False,False,False,0.13436759767912992
49,36.3975248360931,142.46115172061556,161.2499500162723,21.666033580967387,153.33967297629874,0.3,1.5887877,28.79819,1.6392972382862316,28.89598836889734,1.606968567080299,28.548659298459235,False,False,False,0.04406350305724546
50,36.99908202475108,141.02315087388905,154.46008576298803,34.456023881127024,149.87117825596857,0.3,1.58742,29.368765,1.635341574783324,29.808509938078867,1.6010038913194151,29.37805916048478,False,False,False,0.17797814078651517
51,35.073622697510054,142.30862829301535,160.38165530760202,27.950446942667703,142.19689006679857,0.3,1.5164709,27.542063,1.5428368265476626,27.694472197590105,1.5240716266760663,27.53181215501096,False,False,False,0.10918910079703004
52,42.86924377502138,141.32016979116173,159.76108246459404,21.601256907159254,153.03091926806653,0.3,1.5669552,28.653622,1.6226943569323642,28.862561664010048,1.5896470985640727,28.50002842937332,False,False,False,0.08366310372295988
53,41.64850856592032,141.99418583552554,161.23565988494477,29.37886510486095,144.64497689130752,0.3,1.501605,27.570637,1.5268737616153492,27.735943028857417,1.509250307298312,27.586538034803198,False,False,False,0.15605297764356402
54,42.05165378626335,141.80405800232123,160.1515263700166,26.72448360071641,142.61422855560605,0.3,1.501178,27.335077,1.5243336404486376,27.52042960749944,1.5083227464224902,27.39472878990072,False,False,False,0.12157521630894799
55,42.80729031021968,139.45093488444613,152.8949517024112,26.5504857098487,153.80299944400736,0.3,1.6241009,29.628185,1.6619811581206738,30.018493313204,1.631432539895826,29.607540038379263,False,False,False,0.13820860889754072
56,39.5891577553834,142.82524146251856,161.44383955984782,22.028474256757026,135.41600550758082,0.3,1.4781663,26.559902,1.4810977266720355,26.330951257305014,1.4818585066397034,26.45694951638421,False,False,False,0.015372579294959854
57,40.68741195952894,141.36823052112328,152.2470521535042,30.782866181506694,145.99547511136262,0.3,1.574507,28.700352,1.6146531600594658,29.253808682505184,1.5871442090090526,28.90782239977549,False,False,False,0.14268168262947994
58,36.397969981276574,139.1604205928765,155.43556080817686,34.40593022043022,153.72529971327415,0.3,1.5963004,29.60682,1.6501218823370642,30.244914214982877,1.6139544050003765,29.75418335991447,False,False,False,0.20536433167327045
59,36.14530073535973,139.6802101514367,155.8923518693442,27.701076829230185,153.6970577299078,0.3,1.6086878,29.363914,1.6626991250396017,29.914278915861196,1.626785192714774,29.441406539061926,False,False,False,0.12428954143417661
60,41.68402961790471,140.81525503592758,156.8526485846818,20.97554464213587,138.11836103541077,0.3,1.5230864,27.247564,1.52705132726271,27.206433560720463,1.5169929489521667,27.15820296923508,False,False,False,0.06158835609482528
61,39.71096206143133,142.55913367247078,154.35229186032527,23.232477429463614,151.38178414637446,0.3,1.6243069,29.1653,1.6689850485538833,29.50831064129065,1.6382522501847032,29.14917262607372,False,False,False,0.05100844849703675
62,40.652361064811885,142.13376559998022,153.2379741336204,24.278654331555398,142.47530632147013,0.3,1.567855,28.064518,1.5968448258388364,28.420237152631007,1.5747913368762956,28.176811104907983,False,False,False,0.06641597790673974
63,42.649988574160254,139.66024003355,160.3704749091391,35.66290566019046,150.40422577178796,0.3,1.533888,28.66458,1.550437044229802,28.83794790886444,1.5278525350886591,28.556863926889,False,False,False,0.24544891443762548
64,41.34718320000591,141.5924315613704,158.41819549719335,30.47679138254809,135.09523642088868,0.3,1.4758152,26.883665,1.4712131284134418,26.81447388421001,1.4653264358475906,26.827284161413896,False,False,False,0.11322130566582458
65,40.53579400657996,138.15828415037788,156.7489311031109,36.53216618955041,135.49774868331616,0.3,1.471753,27.302359,1.4597768233357833,27.35538635168693,1.4502510093657044,27.254053511303034,False,False,False,0.22345460073604093
66,40.59207160745414,139.81320523745475,159.74603412696865,24.438905723344448,139.16863407519628,0.3,1.4842455,27.029966,1.498798289670003,27.08195402451071,1.4906148139523192,27.044927478322904,False,False,False,0.09610787599237389
67,38.03950098062612,142.34797612083412,161.15157092715978,35.45837104402327,146.52316206454415,0.3,1.5211811,28.275969,1.544978645219607,28.342238740238447,1.5227338089685878,28.12564145504968,False,False,False,0.2014023124661173
68,35.308178345679394,138.9060059895291,154.23926572056726,33.833372988654105,153.81413620832464,0.3,1.6206445,29.771646,1.6672108347802324,30.470203077977803,1.6289541591056762,29.95102979045133,False,False,False,0.1920530963123141
69,39.36717389232362,139.91697631910782,155.2291041129433,36.97797472130213,151.27253219076312,0.3,1.5720537,29.36372,1.6172453562734723,29.902352202893017,1.5868939803461373,29.494877499274548,False,False,False,0.23170027368188
70,37.145846728195295,138.1552165853543,161.34322099503322,22.835559380988258,138.54053427822646,0.3,1.482518,27.030779,1.4827846254992934,26.82992155771483,1.481946512914948,26.872606120819025,False,False,False,0.09322941415169653
71,39.08528643724636,138.2656636310315,157.44043361218098,36.94347028502504,138.71167898653414,0.3,1.4785599,27.507092,1.4854445426581515,27.81886804542815,1.4700656072578246,27.623205122395863,False,False,False,0.24150681086978062
72,43.53403073268166,138.88009495501333,154.8123926697017,31.188886569289146,152.7520068860293,0.3,1.5858049,29.385988,1.619886377119763,29.734824467198667,1.590238481456213,29.328062788465065,False,False,False,0.19685823388601725
73,37.33939485865341,138.65931527649278,153.58222044720154,32.69040433408341,149.83439429798068,0.3,1.587005,29.440142,1.6310127168658228,29.87265014721264,1.597875076753683,29.41130158016048,False,False,False,0.19089748352468802
74,35.58302741689066,140.59864671865998,161.88710262910598,21.717694704664503,146.56542787905772,0.3,1.5297788,27.9637,1.5675313784075122,27.928687662307382,1.5482626724117152,27.73477835882542,False,False,False,0.08919396386632197
75,37.813838920219965,142.65002183045442,157.3502389850833,22.32106513164073,135.97132460169428,0.3,1.5152502,26.95611,1.5265523408650248,27.007798160735863,1.5181187102812066,26.982128099986724,False,False,False,0.029083069925463733
