Neighborhood,candidate_A,candidate_B,BF_physical_A,BF_physical_B,Delta_physical_A,Delta_physical_B,BF_gap,Delta_gap,BF_inversion_XGB,BF_inversion_RSM,Delta_inversion_XGB,Delta_inversion_RSM,Pareto_involved
closest_1pct,2782,22322,1.4748646867362332,1.4777596982503405,26.314688613286712,26.3882874732243,0.002895011514107315,0.07359885993758652,False,False,False,False,True
closest_1pct,2782,2666,1.4748646867362332,1.4781070734658468,26.314688613286712,26.4303045077442,0.0032423867296136333,0.11561589445748766,False,False,False,False,True
closest_1pct,2782,19366,1.4748646867362332,1.4792169442283818,26.314688613286712,26.437062156409947,0.004352257492148626,0.1223735431232349,False,False,False,False,True
closest_1pct,2782,17669,1.4748646867362332,1.4802444658284335,26.314688613286712,26.384897675221243,0.005379779092200332,0.07020906193453058,False,False,False,False,True
closest_1pct,2782,56,1.4748646867362332,1.4818585066397034,26.314688613286712,26.45694951638421,0.006993819903470255,0.1422609030974975,False,False,False,False,True
closest_1pct,2782,13533,1.4748646867362332,1.4827782146825532,26.314688613286712,26.39144621686948,0.007913527946320054,0.07675760358276662,False,False,True,False,True
closest_1pct,21607,26782,1.475907564951631,1.4760354245627971,26.4189104230384,26.424443003108944,0.00012785961116623668,0.005532580070543247,False,True,False,True,False
closest_1pct,21607,3784,1.475907564951631,1.476467250312112,26.4189104230384,26.409345043628164,0.0005596853604810104,0.00956537941023683,True,True,True,False,False
closest_1pct,21607,11106,1.475907564951631,1.4776135506829866,26.4189104230384,26.43509636119633,0.0017059857313557192,0.016185938157928348,False,True,False,True,False
closest_1pct,21607,22322,1.475907564951631,1.4777596982503405,26.4189104230384,26.3882874732243,0.0018521332987095906,0.030622949814102185,True,True,True,False,False
closest_1pct,21607,2666,1.475907564951631,1.4781070734658468,26.4189104230384,26.4303045077442,0.0021995085142159088,0.011394084705798946,True,False,False,False,False
closest_1pct,21607,19366,1.475907564951631,1.4792169442283818,26.4189104230384,26.437062156409947,0.003309379276750901,0.018151733371546186,False,True,False,True,False
closest_1pct,21607,17669,1.475907564951631,1.4802444658284335,26.4189104230384,26.384897675221243,0.004336900876802607,0.03401274781715813,False,False,True,False,True
closest_1pct,21607,56,1.475907564951631,1.4818585066397034,26.4189104230384,26.45694951638421,0.005950941688072531,0.038039093345808794,False,False,False,False,False
closest_1pct,21607,13533,1.475907564951631,1.4827782146825532,26.4189104230384,26.39144621686948,0.006870649730922329,0.02746420616892209,False,False,False,False,True
closest_1pct,21607,5553,1.475907564951631,1.4833174198270551,26.4189104230384,26.46092143603572,0.007409854875424227,0.042011012997317465,False,True,False,True,False
closest_1pct,26782,3784,1.4760354245627971,1.476467250312112,26.424443003108944,26.409345043628164,0.0004318257493147737,0.015097959480780077,True,False,False,False,False
closest_1pct,26782,11106,1.4760354245627971,1.4776135506829866,26.424443003108944,26.43509636119633,0.0015781261201894825,0.0106533580873851,True,False,True,False,False
closest_1pct,26782,22322,1.4760354245627971,1.4777596982503405,26.424443003108944,26.3882874732243,0.001724273687543354,0.03615552988464543,True,False,True,False,False
closest_1pct,26782,2666,1.4760354245627971,1.4781070734658468,26.424443003108944,26.4303045077442,0.002071648903049672,0.005861504635255699,True,False,False,False,False
closest_1pct,26782,19366,1.4760354245627971,1.4792169442283818,26.424443003108944,26.437062156409947,0.0031815196655846645,0.012619153301002939,False,False,False,False,False
closest_1pct,26782,17669,1.4760354245627971,1.4802444658284335,26.424443003108944,26.384897675221243,0.004209041265636371,0.039545327887701376,False,False,True,False,True
closest_1pct,26782,56,1.4760354245627971,1.4818585066397034,26.424443003108944,26.45694951638421,0.005823082076906294,0.03250651327526555,False,False,False,False,False
closest_1pct,26782,13533,1.4760354245627971,1.4827782146825532,26.424443003108944,26.39144621686948,0.0067427901197560924,0.03299678623946534,False,False,False,True,True
closest_1pct,26782,5553,1.4760354245627971,1.4833174198270551,26.424443003108944,26.46092143603572,0.00728199526425799,0.03647843292677422,False,False,True,True,False
closest_1pct,26782,15421,1.4760354245627971,1.4861769398082918,26.424443003108944,26.483470765683094,0.01014151524549467,0.05902776257414999,False,False,False,False,False
closest_1pct,3784,11106,1.476467250312112,1.4776135506829866,26.409345043628164,26.43509636119633,0.0011463003708747088,0.025751317568165177,False,False,True,False,False
closest_1pct,3784,22322,1.476467250312112,1.4777596982503405,26.409345043628164,26.3882874732243,0.0012924479382285803,0.021057570403865356,True,False,True,True,False
closest_1pct,3784,2666,1.476467250312112,1.4781070734658468,26.409345043628164,26.4303045077442,0.0016398231537348984,0.020959464116035775,True,False,False,False,False
closest_1pct,3784,19366,1.476467250312112,1.4792169442283818,26.409345043628164,26.437062156409947,0.002749693916269891,0.027717112781783015,False,False,False,False,False
closest_1pct,3784,17669,1.476467250312112,1.4802444658284335,26.409345043628164,26.384897675221243,0.003777215516321597,0.0244473684069213,False,False,True,True,True
closest_1pct,3784,56,1.476467250312112,1.4818585066397034,26.409345043628164,26.45694951638421,0.00539125632759152,0.047604472756045624,False,False,False,False,False
closest_1pct,3784,13533,1.476467250312112,1.4827782146825532,26.409345043628164,26.39144621686948,0.006310964370441319,0.01789882675868526,False,False,False,True,True
closest_1pct,3784,5553,1.476467250312112,1.4833174198270551,26.409345043628164,26.46092143603572,0.006850169514943216,0.051576392407554295,False,False,False,False,False
closest_1pct,3784,15421,1.476467250312112,1.4861769398082918,26.409345043628164,26.483470765683094,0.009709689496179896,0.07412572205493007,False,False,False,False,False
closest_1pct,3784,9416,1.476467250312112,1.4863839455144836,26.409345043628164,26.42679073041928,0.009916695202371706,0.0174456867911168,False,False,False,False,False
closest_1pct,11106,22322,1.4776135506829866,1.4777596982503405,26.43509636119633,26.3882874732243,0.00014614756735387147,0.04680888797203053,True,False,True,False,False
