Stage,Best_CV_RMSE,Independent_R2,Independent_RMSE,Independent_MAE,Top10_R2,Top10_RMSE,Top10_MAE,MuHigh_RMSE,MuHigh_MAE,max_depth,learning_rate,n_estimators,subsample,colsample_bytree,min_child_weight,gamma,reg_alpha,reg_lambda
5,0.021781122966461685,0.9990277082477174,0.01911449567761412,0.013186452894204273,0.9454638359670788,0.03692817287090459,0.02743334960542839,0.035454374445559676,0.026563125571817284,3,0.05950114920196858,950,0.703596491109474,0.8957216120062924,3,0.0045649288265730645,0.02811448772945361,1.7128041991121485
