L1_mm,L3_mm,L4_mm,theta1_deg,theta2_deg,mu,BF_RSM,Delta_BF_RSM,BF_physical,Delta_BF_physical,CL_physical,CT_physical,CL_CT_physical,BF_error_percent,Delta_BF_error_percent,BF_change_percent,Delta_BF_change_pp,Delta_BF_change_percent
36.01751251320878,142.66489875104782,161.68861369677995,19.262377874316048,138.05050712553685,0.3,1.5165761045728887,26.720604728699275,1.5123585067146643,26.770150880759285,1.04532842257592,0.4670300841387443,2.2382464386713385,0.278875533777133,0.1850798386632214,-2.9778470444724934,-1.3511984040907556,-4.804884681755628
38.6637215490949,142.11866987748175,158.50203737940976,18.170247994912227,135.81316347270368,0.3,1.5195077905736873,26.732479166240775,1.515741579571109,26.782421555392062,1.0478912330760204,0.4678503464950888,2.2398000577028974,0.2484731601572818,0.18647450921491482,-2.7608131793668518,-1.3389277294579784,-4.761249952466918
35.599908345853486,142.69870730654554,159.69434151660906,18.868505717191237,136.45470271168566,0.3,1.5246862463304556,26.76600825617159,1.5203113657691771,26.80803436046538,1.0515194991535184,0.4687918666156588,2.2430412599619856,0.2877621426624695,0.15676682493277713,-2.4676482363229173,-1.3133149243846596,-4.670170378674499
37.209278622129126,141.95675332196134,157.15000770693888,18.67181774296444,135.12183707741053,0.3,1.5279318752647941,26.85348595583341,1.5241043173103386,26.890043691968263,1.0556397998064517,0.4684645175038869,2.2534039620144615,0.25113490664538174,0.13595268402547134,-2.2243194733704836,-1.2313055928817782,-4.37854379037611
37.70460051819276,142.7035689165329,158.60594455692055,18.085222842087983,136.9098280154485,0.3,1.5346412056087484,26.9131322551598,1.5273481379102511,26.91641531922533,1.0583662192769665,0.46898191863328464,2.2567313945946488,0.4774987128000673,0.012197255936923692,-2.0162190414902885,-1.2049339656247113,-4.284765831893606
36.776516528421375,141.61054439664377,156.7403336684718,18.012184182285917,135.40934221752497,0.3,1.5347854901777556,26.94725113523882,1.5303932098217035,26.97363819979268,1.0615146118405034,0.46887859798119996,2.2639434096820636,0.2870033876172138,0.09782538179838576,-1.820868910260295,-1.1477110850573595,-4.081280287911619
35.77189625439404,143.01402054956435,156.45240195219543,18.145756007076926,135.05178724426383,0.3,1.5474134500012382,26.992618985095238,1.5404182490901774,26.991561501386435,1.0687942816893692,0.4716239674008082,2.2662000991587807,0.45411049338011683,0.003917830795924463,-1.1777337746607561,-1.1297877834636054,-4.017544720275075
37.286456026621146,142.89914286151406,155.67258499637234,18.15029903761922,135.5278474890937,0.3,1.5525707627304057,27.11771790151241,1.544101618093722,27.093021195598705,1.0731888615498926,0.4709127565438293,2.2789547461537234,0.5484836319995199,0.09115523047579827,-0.9414350470330966,-1.0283280892513353,-3.6567523088422074
35.708004717736586,142.74138220081474,155.79273131983487,18.750459287070555,135.7619780951894,0.3,1.5561816968138156,27.19185194437669,1.5467549759779653,27.151896810723276,1.0760932012178182,0.47066177476014714,2.2863407629952603,0.6094514633702764,0.14715411572142825,-0.7712144985666839,-0.9694524741267649,-3.447389612450221
36.65487757581775,142.91462836270597,155.81824077863268,18.980886407390194,136.52329708635486,0.3,1.5595606352534062,27.27652619692667,1.548379579634163,27.213195966718867,1.0783217127369842,0.470057866897179,2.2940190744065507,0.7221133478061531,0.23271882613587563,-0.6669914960683303,-0.9081533181311734,-3.2294087631862936
35.06055606116331,142.1493390427889,155.7911046884381,18.393004422283912,136.18146919363258,0.3,1.5584933095691729,27.255827833265446,1.5492065629351799,27.21472278900059,1.078924922748103,0.4702816401870768,2.294210172268068,0.5994518004363468,0.1510397316318434,-0.6139381360570063,-0.9066264958494514,-3.2239793569858435
35.20543034528144,141.54401477741183,154.29267891142655,18.44926489591159,135.4740547179104,0.3,1.5617642859086618,27.341003304850478,1.5534337405109253,27.30309002052674,1.0834450745230135,0.46998866598791184,2.305257877326939,0.5362665416934073,0.13886078204055188,-0.34275252265699035,-0.8182592643233022,-2.909743967243162
