L1_mm,L3_mm,L4_mm,theta1_deg,theta2_deg,mu,BF_RSM,Delta_BF_RSM
44.57603728972943,138.74197550747607,161.8614420694521,18.53488758880617,135.23542871987706,0.3,1.4506406164761687,26.043681465954112
43.8608755307097,140.11477557024406,161.99029184754352,19.031568567584237,135.38150809613586,0.3,1.4581540164919038,26.08114886260118
41.37790040134578,142.02982854044814,161.90625144042963,19.690919261738447,135.115801722772,0.3,1.4716404224332824,26.14195851100273
44.603806929927316,142.8000111768978,161.77578405389673,20.89746707943975,136.05992830024206,0.3,1.473098213156669,26.223200574277957
41.64546268840413,142.43563160878495,161.27958572228465,19.96439168993759,135.2582204924706,0.3,1.4792227859158964,26.241482627967518
44.095623770231384,142.19281630631087,160.53719821632427,18.02334804229266,135.38750464195635,0.3,1.4847583655924783,26.26195838444426
39.929999780017084,142.2355502996113,161.73078207766065,18.249883448707063,135.7638586600743,0.3,1.4877070954960074,26.282807542443212
43.60344972997224,143.05753779112254,160.6737264388396,18.465899241579407,135.54184734164704,0.3,1.4900159237955548,26.295805283275396
37.9473018022941,142.17549734276162,161.4029462555978,19.289591599849924,135.6974190441219,0.3,1.491458192367955,26.370474996004152
36.26858747961717,143.12247628292667,160.90980930909154,18.889600483198,135.04422832240246,0.3,1.5026028415985553,26.391293522044226
36.77133549720038,142.93439913772283,160.12494672823684,18.329262526515453,135.07117737650745,0.3,1.5090628367827499,26.47763424928654
40.51080102079216,142.9672294325216,159.35026847273903,18.963441580248876,135.7636972126701,0.3,1.5095566210744824,26.585563881236947
38.68623153866816,142.7549705256556,161.6874916243954,18.760884916813687,137.91989221171883,0.3,1.5107326194497896,26.637489422253513
36.17964994906375,142.06956135184964,161.99915392499628,18.666053093657183,138.10721973955106,0.3,1.5113787559740475,26.668507538593037
42.131965843748894,142.19336439886388,157.52008207659907,18.75161875519114,135.40644406903573,0.3,1.5129397608729414,26.698074960897063
36.01751251320878,142.66489875104782,161.68861369677995,19.262377874316048,138.05050712553685,0.3,1.5165761045728887,26.720604728699275
38.6637215490949,142.11866987748175,158.50203737940976,18.170247994912227,135.81316347270368,0.3,1.5195077905736873,26.732479166240775
35.599908345853486,142.69870730654554,159.69434151660906,18.868505717191237,136.45470271168566,0.3,1.5246862463304556,26.76600825617159
36.87530261684763,142.29416353109823,158.18646149026569,19.32647047711829,135.6955740442818,0.3,1.5247609278494427,26.82487432318509
37.209278622129126,141.95675332196134,157.15000770693888,18.67181774296444,135.12183707741053,0.3,1.5279318752647941,26.85348595583341
